"","Row","Column","Block","Population","Family","Replicate","Comment","Date_oldest_inflor_flower","Date_youngest_inflor_flower","Date_first_follicle_2in","Pods","Peduncles","Flower_count_I1","Hood_L.I1F1","Hood_W.I1F1","Corolla_L.I1F1","Corolla_W.I1F1","Flower_L.I1F1","Flower_W.I1F1","Poll_rem.I1F1","Hood_L.I1F2","Hood_W.I1F2","Corolla_L.I1F2","Corolla_W.I1F2","Flower_L.I1F2","Flower_W.I1F2","Poll_rem.I1F2","Hood_L.I1F3","Hood_W.I1F3","Corolla_L.I1F3","Corolla_W.I1F3","Flower_L.I1F3","Flower_W.I1F3","Poll_rem.I1F3","Flower_count_I2","Hood_L.I2F1","Hood_W.I2F1","Corolla_L.I2F1","Corolla_W.I2F1","Flower_L.I2F1","Flower_W.I2F1","Poll_rem.I2F1","Hood_L.I2F2","Hood_W.I2F2","Corolla_L.I2F2","Corolla_W.I2F2","Flower_L.I2F2","Flower_W.I2F2","Poll_rem.I2F2","Hood_L.I2F3","Hood_W.I2F3","Corolla_L.I2F3","Corolla_W.I2F3","Flower_L.I2F3","Flower_W.I2F3","Poll_rem.I2F3","Flower_count_I3","Hood_L.I3F1","Hood_W.I3F1","Corolla_L.I3F1","Corolla_W.I3F1","Flower_L.I3F1","Flower_W.I3F1","Poll_rem.I3F1","Hood_L.I3F2","Hood_W.I3F2","Corolla_L.I3F2","Corolla_W.I3F2","Flower_L.I3F2","Flower_W.I3F2","Poll_rem.I3F2","Hood_L.I3F3","Hood_W.I3F3","Corolla_L.I3F3","Corolla_W.I3F3","Flower_L.I3F3","Flower_W.I3F3","Poll_rem.I3F3","Flowered2022","Hood.I1F1","Hood.I1F2","Hood.I1F3","Hood.I2F1","Hood.I2F2","Hood.I2F3","Hood.I3F1","Hood.I3F2","Hood.I3F3","Hood.I1","Hood.I2","Hood.I3","Hood_mean","Corolla.I1F1","Corolla.I1F2","Corolla.I1F3","Corolla.I2F1","Corolla.I2F2","Corolla.I2F3","Corolla.I3F1","Corolla.I3F2","Corolla.I3F3","Corolla.I1","Corolla.I2","Corolla.I3","Corolla_mean","Flower.I1F1","Flower.I1F2","Flower.I1F3","Flower.I2F1","Flower.I2F2","Flower.I2F3","Flower.I3F1","Flower.I3F2","Flower.I3F3","Flower.I1","Flower.I2","Flower.I3","Flower_mean","Overall_mean","mean_flower_count","total_flower_count"
"73",5,13,"1","21","3","1",NA,"7/08/2022","7/20/2022",NA,0,6,67,2.87,2.01,7.55,3.89,7.85,7.64,1,2.98,2.11,7.58,3.68,8.05,7.96,1,3.05,2.19,7.84,3.58,7.96,7.48,0,48,3.09,1.84,6.34,3.96,7.83,7.79,0,3.05,1.79,6.57,3.58,7.48,7.16,0,2.96,1.86,7.14,3.68,7.99,7.62,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",5.7687,6.2878,6.6795,5.6856,5.4595,5.5056,NA,NA,NA,6.24533333333333,5.55023333333333,NA,5.89778333333333,29.3695,27.8944,28.0672,25.1064,23.5206,26.2752,NA,NA,NA,28.4437,24.9674,NA,26.70555,59.974,64.078,59.5408,60.9957,53.5568,60.8838,NA,NA,NA,61.1976,58.4787666666667,NA,59.8381833333333,30.8138388888889,57.5,115
"74",5,18,"1","46","5","3",NA,"7/04/2022","7/11/2022","08/02/2022",4,3,63,2.93,1.7,7.85,3.01,7.8,7.55,0,3.06,1.84,8.14,3.06,7.96,8.05,0,2.96,2.16,7.69,3.28,7.81,7.69,1,59,3.02,1.91,8.07,3.72,9.21,8.3,0,3.87,2.05,8.16,3.51,8.93,8.42,2,3.61,2.09,8.64,3.16,8.67,8.47,1,52,3.24,1.85,7.01,3.23,8.35,7.96,0,3.94,2.04,7.36,2.17,7.81,7.69,2,3.13,2.03,8.38,3.69,8.27,8.29,3,"1",4.981,5.6304,6.3936,5.7682,7.9335,7.5449,5.994,8.0376,6.3539,5.66833333333333,7.0822,6.79516666666667,6.51523333333333,23.6285,24.9084,25.2232,30.0204,28.6416,27.3024,22.6423,15.9712,30.9222,24.5867,28.6548,23.1785666666667,25.4733555555556,58.89,64.078,60.0589,76.443,75.1906,73.4349,66.466,60.0589,68.5583,61.0089666666667,75.0228333333333,65.0277333333333,67.0198444444444,33.0028111111111,58,174
"75",5,20,"1","9","1","5","only 2 inflor ","7/11/2022","7/13/2022",NA,0,2,6,2.97,2.26,6.76,3.87,8.12,7.82,2,3.06,2.15,6.84,3.99,8.47,8.2,0,3.11,2.07,6.59,3.54,8.53,8.17,0,20,2.49,2.25,7.34,3.8,6.97,6.67,1,2.58,2.15,7.3,3.16,7.58,7.06,1,2.66,1.97,7.58,3.68,7.13,7.08,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",6.7122,6.579,6.4377,5.6025,5.547,5.2402,NA,NA,NA,6.5763,5.46323333333333,NA,6.01976666666667,26.1612,27.2916,23.3286,27.892,23.068,27.8944,NA,NA,NA,25.5938,26.2848,NA,25.9393,63.4984,69.454,69.6901,46.4899,53.5148,50.4804,NA,NA,NA,67.5475,50.1617,NA,58.8546,30.2712222222222,13,26
"76",5,23,"2","3","4","3","only 2 inflor","7/06/2022","7/08/2022","08/02/2022",3,2,48,2.85,2.04,8.07,4.73,7.99,7.8,0,2.76,2.06,8.14,4.36,8.15,8.36,0,2.86,2.09,8.47,4.16,8.14,8.69,2,15,3.05,2.02,8.08,3.79,7.96,7.71,0,3.65,2.18,8.57,3.57,8.11,8.03,1,3.18,2.35,8.65,3.61,8.14,8.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",5.814,5.6856,5.9774,6.161,7.957,7.473,NA,NA,NA,5.82566666666667,7.197,NA,6.51133333333333,38.1711,35.4904,35.2352,30.6232,30.5949,31.2265,NA,NA,NA,36.2989,30.8148666666667,NA,33.5568833333333,62.322,68.134,70.7366,61.3716,65.1233,71.1436,NA,NA,NA,67.0642,65.8795,NA,66.47185,35.5133555555555,31.5,63
"77",5,27,"2","30","5","2",NA,"7/11/2022","7/29/2022","08/04/2022",11,7,15,3.26,2.05,8.1,4.62,7.96,7.72,2,3.18,2.01,8.25,4.77,8.16,7.96,0,3.39,2.17,8.05,4.57,8.36,8.17,0,30,2.54,2.03,7.83,4.31,7.34,7.26,0,2.69,2.07,7.48,3.87,7.58,7.37,0,2.89,2.11,7.48,4.16,7.96,7.42,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",6.683,6.3918,7.3563,5.1562,5.5683,6.0979,NA,NA,NA,6.81036666666667,5.60746666666667,NA,6.20891666666667,37.422,39.3525,36.7885,33.7473,28.9476,31.1168,NA,NA,NA,37.8543333333333,31.2705666666667,NA,34.56245,61.4512,64.9536,68.3012,53.2884,55.8646,59.0632,NA,NA,NA,64.902,56.0720666666667,NA,60.4870333333333,33.7528,22.5,45
"78",5,28,"2","79","1","3",NA,"7/11/2022","7/18/2022","08/02/2022",17,3,34,2.35,2.02,6.34,4.18,8.24,8.08,3,2.57,2.16,6.51,4.09,8.56,8.34,0,2.68,2.11,6.84,4.16,8.74,8.57,1,18,2.68,2.05,8.29,4.66,8.55,8.14,0,2.98,2.18,8.7,4.52,8.96,8.73,0,2.58,1.94,8.74,4.61,8.63,8.66,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",4.747,5.5512,5.6548,5.494,6.4964,5.0052,NA,NA,NA,5.31766666666667,5.6652,NA,5.49143333333333,26.5012,26.6259,28.4544,38.6314,39.324,40.2914,NA,NA,NA,27.1938333333333,39.4156,NA,33.3047166666667,66.5792,71.3904,74.9018,69.597,78.2208,74.7358,NA,NA,NA,70.9571333333333,74.1845333333333,NA,72.5708333333333,37.1223277777778,26,52
"79",5,30,"2","6","5","4",NA,"7/20/2022","7/27/2022","8/10/2022",13,6,52,3.18,1.99,7.49,4.28,9.12,8.86,1,3.11,2.06,7.85,4.19,9.51,9.16,1,3.16,2.01,7.91,4.21,9.84,9.36,0,61,2.81,1.73,7.24,3.71,7.47,7.32,1,2.51,1.66,7.13,3.42,7.23,7.16,0,2.66,1.84,7.33,3.18,7.54,7.44,1,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",6.3282,6.4066,6.3516,4.8613,4.1666,4.8944,NA,NA,NA,6.36213333333333,4.64076666666667,NA,5.50145,32.0572,32.8915,33.3011,26.8604,24.3846,23.3094,NA,NA,NA,32.7499333333333,24.8514666666667,NA,28.8007,80.8032,87.1116,92.1024,54.6804,51.7668,56.0976,NA,NA,NA,86.6724,54.1816,NA,70.427,34.9097166666667,50,150
"80",5,31,"2","77","4","2",NA,"7/01/2022","7/29/2022","08/02/2022",15,10,47,4.56,2.44,9.22,4.13,9.96,9.87,0,4.41,2.31,9.16,3.95,10.25,10.13,2,4.17,2.68,9.16,3.52,9.68,9.47,0,36,4.61,2.66,8.33,4.39,10.63,11.09,2,4.51,2.16,8.14,3.97,10.19,9.84,0,4.23,2.07,8.69,4.26,9.84,9.62,0,28,4.35,2.27,7.71,4.56,9.88,9.63,1,4.63,2.57,8.19,3.67,9.64,9.28,0,4.16,2.05,8.17,4.33,9.68,9.41,2,"1",11.1264,10.1871,11.1756,12.2626,9.7416,8.7561,9.8745,11.8991,8.528,10.8297,10.2534333333333,10.1005333333333,10.3945555555556,38.0786,36.182,32.2432,36.5687,32.3158,37.0194,35.1576,30.0573,35.3761,35.5012666666667,35.3013,33.5303333333333,34.7776333333333,98.3052,103.8325,91.6696,117.8867,100.2696,94.6608,95.1444,89.4592,91.0888,97.9357666666667,104.272366666667,91.8974666666667,98.0352,47.7357962962963,37,111
"81",5,38,"2","72","4","3","only 1 inflor ","7/11/2022","7/11/2022",NA,0,1,30,2.37,2.03,7.48,4.45,7.46,7.36,0,2.39,2.13,6.61,3.58,7.53,7.4,0,2.68,2.08,7.95,3.47,7.88,7.36,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",4.8111,5.0907,5.5744,NA,NA,NA,NA,NA,NA,5.15873333333333,NA,NA,5.15873333333333,33.286,23.6638,27.5865,NA,NA,NA,NA,NA,NA,28.1787666666667,NA,NA,28.1787666666667,54.9056,55.722,57.9968,NA,NA,NA,NA,NA,NA,56.2081333333333,NA,NA,56.2081333333333,29.8485444444444,30,30
"82",5,39,"2","77","5","1",NA,"7/04/2022","7/27/2022","8/8/2022",3,16,6,3.11,2.51,7.07,4.21,8.91,8.76,0,3.25,2.14,7.26,4.03,8.92,8.67,1,3.65,2.41,8.04,3.97,8.94,8.69,0,7,2.87,2.51,7.65,4.11,8.35,8.21,1,4.17,2.36,8.17,3.96,10.15,10.03,1,4.17,2.08,8.65,3.84,9.67,9.42,0,21,2.95,1.96,8.93,4.16,8.67,7.57,0,3.75,2.14,7.69,3.18,9.88,9.78,0,3.29,2.04,7.86,3.01,8.69,8.47,1,"1",7.8061,6.955,8.7965,7.2037,9.8412,8.6736,5.782,8.025,6.7116,7.85253333333333,8.57283333333333,6.83953333333333,7.75496666666667,29.7647,29.2578,31.9188,31.4415,32.3532,33.216,37.1488,24.4542,23.6586,30.3137666666667,32.3369,28.4205333333333,30.3570666666667,78.0516,77.3364,77.6886,68.5535,101.8045,91.0914,65.6319,96.6264,73.6043,77.6922,87.1498,78.6208666666667,81.1542888888889,39.7554407407407,11.3333333333333,34
"83",6,1,"1","36","4","4",NA,"7/04/2022","7/06/2022","08/02/2022",9,6,31,3.07,2.15,8.84,5.48,9.61,8.89,0,3.18,2.11,8.48,4.65,9.82,9.74,0,3.65,2.06,7.96,3.84,9.71,9.65,1,29,3.16,1.95,8.93,4.33,8.87,8.61,1,3.54,2.03,9.63,4.15,8.94,8.74,0,3.68,2.43,8.54,3.66,8.68,9.12,0,32,3.25,2,8.53,4.59,8.09,7.98,0,3.14,1.99,8.81,3.57,9.51,9.68,0,3.68,2.34,8.74,3.69,8.77,8.63,1,"1",6.6005,6.7098,7.519,6.162,7.1862,8.9424,6.5,6.2486,8.6112,6.9431,7.4302,7.11993333333333,7.16441111111111,48.4432,39.432,30.5664,38.6669,39.9645,31.2564,39.1527,31.4517,32.2506,39.4805333333333,36.6292666666667,34.285,36.7982666666667,85.4329,95.6468,93.7015,76.3707,78.1356,79.1616,64.5582,92.0568,75.6851,91.5937333333333,77.8893,77.4333666666667,82.3054666666667,42.0893814814815,30.6666666666667,92
"84",6,2,"1","61","4","5",NA,"6/27/2022","7/22/2022","7/25/2022",16,14,55,3.45,2.37,7.04,4.58,9.41,9.87,0,3.61,2.29,8.01,4.22,8.67,9.02,1,3.66,2.14,7.55,3.97,8.23,8.15,1,76,3.16,2.02,8.1,3.78,8.62,9.01,2,3.68,2.17,9.48,3.84,9.05,8.96,1,3.87,2.16,7.93,3.51,8.93,9.16,0,83,3.64,2.01,7.51,3.72,9.66,9.73,1,3.41,2.03,8.74,3.42,9.68,9.84,0,3.86,2.14,8.99,3.45,8.71,8.56,0,"1",8.1765,8.2669,7.8324,6.3832,7.9856,8.3592,7.3164,6.9223,8.2604,8.09193333333333,7.576,7.4997,7.72254444444444,32.2432,33.8022,29.9735,30.618,36.4032,27.8343,27.9372,29.8908,31.0155,32.0063,31.6185,29.6145,31.0797666666667,92.8767,78.2034,67.0745,77.6662,81.088,81.7988,93.9918,95.2512,74.5576,79.3848666666667,80.1843333333333,87.9335333333333,82.5009111111111,40.4344074074074,71.3333333333333,214
"85",6,3,"1","2","2","3",NA,"7/08/2022","7/20/2022","08/04/2022",15,8,51,2.95,1.84,7.51,4.37,8.37,7.71,1,3.08,1.83,7.61,4.28,8.56,8.74,0,3.16,1.96,7.84,4.16,8.69,8.34,0,45,2.7,1.91,7.59,4.85,7.23,7.35,0,2.58,1.78,7.63,4.51,7.54,7.68,0,3.04,1.92,7.46,4.63,7.58,7.61,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",5.428,5.6364,6.1936,5.157,4.5924,5.8368,NA,NA,NA,5.75266666666667,5.1954,NA,5.47403333333333,32.8187,32.5708,32.6144,36.8115,34.4113,34.5398,NA,NA,NA,32.6679666666667,35.2542,NA,33.9610833333333,64.5327,74.8144,72.4746,53.1405,57.9072,57.6838,NA,NA,NA,70.6072333333333,56.2438333333333,NA,63.4255333333333,34.2868833333333,48,96
"86",6,5,"1","11","2","4",NA,"7/04/2022","7/15/2022","7/27/2022",12,9,12,2.98,1.6,8.39,3.94,9.19,8.37,0,3.06,1.74,8.55,3.68,9.63,9.14,0,3.12,1.84,8.36,2.99,9.61,9.35,1,13,2.95,1.66,6.21,3.55,7.66,7.61,0,3.26,1.84,6.38,3.97,7.69,8.05,1,3.2,2.13,7.51,3.68,8.02,7.84,0,16,2.9,1.97,7.65,4.64,7.97,8.25,0,3.11,1.96,7.84,3.94,8.11,7.82,1,3.06,1.84,7.69,4.31,8.25,8.36,0,"1",4.768,5.3244,5.7408,4.897,5.9984,6.816,5.713,6.0956,5.6304,5.27773333333333,5.9038,5.813,5.66484444444444,33.0566,31.464,24.9964,22.0455,25.3286,27.6368,35.496,30.8896,33.1439,29.839,25.0036333333333,33.1765,29.3397111111111,76.9203,88.0182,89.8535,58.2926,61.9045,62.8768,65.7525,63.4202,68.97,84.9306666666667,61.0246333333333,66.0475666666667,70.6676222222222,35.2240592592593,13.6666666666667,41
"87",6,6,"1","12","1","4",NA,"7/11/2022","7/18/2022","08/04/2022",6,4,36,2.77,2.17,6.49,3.66,7.76,7.68,0,2.87,2.13,6.58,3.48,7.96,7.81,0,2.84,2.06,6.59,3.17,7.48,7.51,1,15,2.95,2.2,7.12,3.14,7.03,6.81,0,3.09,2.37,7.26,3.18,7.33,7.29,0,3.1,2.05,7.16,3.09,7.49,7.44,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",6.0109,6.1131,5.8504,6.49,7.3233,6.355,NA,NA,NA,5.99146666666667,6.72276666666667,NA,6.35711666666667,23.7534,22.8984,20.8903,22.3568,23.0868,22.1244,NA,NA,NA,22.5140333333333,22.5226666666667,NA,22.51835,59.5968,62.1676,56.1748,47.8743,53.4357,55.7256,NA,NA,NA,59.3130666666667,52.3452,NA,55.8291333333333,28.2348666666667,25.5,51
"88",6,19,"1","19","5","2",NA,"7/08/2022","7/27/2022","08/12/2022",4,12,10,2.56,2.29,7.11,4.62,9.26,9.24,1,2.78,2.16,7.03,4.28,9.33,9.15,0,2.48,2.17,7.51,4.02,9.37,9.8,0,18,2.72,2.18,6.76,4.03,7.79,7.62,0,2.84,2.2,6.58,3.86,7.85,7.43,2,3.03,1.87,6.57,4.01,7.88,7.62,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",5.8624,6.0048,5.3816,5.9296,6.248,5.6661,NA,NA,NA,5.7496,5.9479,NA,5.84875,32.8482,30.0884,30.1902,27.2428,25.3988,26.3457,NA,NA,NA,31.0422666666667,26.3291,NA,28.6856833333333,85.5624,85.3695,91.826,59.3598,58.3255,60.0456,NA,NA,NA,87.5859666666667,59.2436333333333,NA,73.4148,35.9830777777778,14,28
"89",6,26,"2","1","1","3",NA,"6/29/2022","7/08/2022","7/27/2022",2,7,41,2.59,1.78,6.88,3.06,7.88,7.72,1,2.63,1.85,7.06,3.11,8.06,7.95,0,2.75,1.74,7.13,3.51,8.14,7.96,0,14,2.33,2.13,6.48,3.41,6.46,6.33,0,2.63,2.1,7.06,3.24,7.11,6.98,0,2.61,2.04,6.58,3.15,7.03,6.84,1,18,2.51,1.82,6.31,3.48,7.03,6.84,0,2.62,1.74,6.52,3.26,7.44,7.12,1,2.84,2.03,6.85,3.16,7.33,7.14,1,"1",4.6102,4.8655,4.785,4.9629,5.523,5.3244,4.5682,4.5588,5.7652,4.75356666666667,5.2701,4.96406666666667,4.99591111111111,21.0528,21.9566,25.0263,22.0968,22.8744,20.727,21.9588,21.2552,21.646,22.6785666666667,21.8994,21.62,22.0659888888889,60.8336,64.077,64.7944,40.8918,49.6278,48.0852,48.0852,52.9728,52.3362,63.235,46.2016,51.1314,53.5226666666667,26.8615222222222,24.3333333333333,73
"90",6,27,"2","5","5","3",NA,"6/29/2022","7/08/2022","7/27/2022",1,6,64,4.26,1.93,9.26,4.7,10.39,10.36,1,4.14,2.16,8.72,3.98,8.81,8.36,0,4.18,2.36,8.67,3.55,8.36,7.91,0,49,3.23,1.94,8.53,3.58,8.07,8.21,0,4.26,2.03,8.78,3.35,8.67,7.96,2,4.67,2.03,8.86,3.21,8.23,7.96,1,34,3.77,2.19,8.97,4.23,10.14,10.21,4,4.11,1.92,8.64,3.47,8.65,8.94,0,4.25,2.09,7.95,3.47,8.65,8.71,2,"1",8.2218,8.9424,9.8648,6.2662,8.6478,9.4801,8.2563,7.8912,8.8825,9.00966666666667,8.13136666666666,8.34333333333333,8.49478888888889,43.522,34.7056,30.7785,30.5374,29.413,28.4406,37.9431,29.9808,27.5865,36.3353666666667,29.4636666666667,31.8368,32.5452777777778,107.6404,73.6516,66.1276,66.2547,69.0132,65.5108,103.5294,77.331,75.3415,82.4732,66.9262333333333,85.4006333333333,78.2666888888889,39.7689185185185,49,147
"91",6,35,"2","1","3","4",NA,"7/08/2022","7/22/2022","08/08/2022",4,5,13,3.22,1.83,6.59,4.08,8.6,8.16,1,3.27,1.9,6.84,4.06,8.67,8.44,0,3.65,2.05,7.12,4.01,8.55,8.21,0,39,2.93,2.02,7.04,4.43,8.61,8.5,1,3.17,2.06,7.18,4.25,8.99,8.74,0,3.24,2.13,7.45,4.36,8.51,8.46,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",5.8926,6.213,7.4825,5.9186,6.5302,6.9012,NA,NA,NA,6.52936666666667,6.45,NA,6.48968333333333,26.8872,27.7704,28.5512,31.1872,30.515,32.482,NA,NA,NA,27.7362666666667,31.3947333333333,NA,29.5655,70.176,73.1748,70.1955,73.185,78.5726,71.9946,NA,NA,NA,71.1821,74.5840666666667,NA,72.8830833333333,36.3127555555556,26,52
"92",6,38,"2","1","4","5","2ND inflor too eaten ","7/13/2022","7/22/2022","08/08/2022",6,5,39,3.23,1.99,8.05,3.83,8.61,8.28,2,3.54,2.07,8.07,3.57,9.06,8.79,0,3.36,1.94,8.69,3.67,8.47,8.49,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",6.4277,7.3278,6.5184,NA,NA,NA,NA,NA,NA,6.75796666666667,NA,NA,6.75796666666667,30.8315,28.8099,31.8923,NA,NA,NA,NA,NA,NA,30.5112333333333,NA,NA,30.5112333333333,71.2908,79.6374,71.9103,NA,NA,NA,NA,NA,NA,74.2795,NA,NA,74.2795,37.1829,22.6666666666667,68
"93",7,1,"1","3","2","5",NA,"7/01/2022","7/06/2022","7/25/2022",3,7,62,3.42,2.35,7.37,4.23,9.79,10.03,0,3.95,2.14,8.96,4.12,8.74,8.58,2,4.28,2.13,8.76,3.59,8.63,8.14,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",8.037,8.453,9.1164,NA,NA,NA,NA,NA,NA,8.53546666666667,NA,NA,8.53546666666667,31.1751,36.9152,31.4484,NA,NA,NA,NA,NA,NA,33.1795666666667,NA,NA,33.1795666666667,98.1937,74.9892,70.2482,NA,NA,NA,NA,NA,NA,81.1437,NA,NA,81.1437,40.9529111111111,34.5,69
"94",7,8,"1","5","5","4",NA,"6/27/2022","7/04/2022","7/20/2022",13,6,48,3.26,1.87,8.17,4.19,10.24,10.07,2,3.68,2.56,8.97,4.13,8.98,8.69,0,3.82,2.31,8.95,3.65,8.17,8.65,0,37,3.69,2.67,8.02,4.12,8.25,8.64,1,3.69,2.05,8.15,4.11,8.06,8.33,0,3.92,2.07,8.75,8.41,7.55,7.96,1,52,3.98,2.13,8.44,3.16,8.26,8.11,0,3.87,2.13,7.96,4.66,8.25,8.13,1,4.08,2.36,7.98,3.65,8.69,8.34,0,"1",6.0962,9.4208,8.8242,9.8523,7.5645,8.1144,8.4774,8.2431,9.6288,8.11373333333333,8.5104,8.7831,8.46907777777778,34.2323,37.0461,32.6675,33.0424,33.4965,73.5875,26.6704,37.0936,29.127,34.6486333333333,46.7088,30.9636666666667,37.4403666666667,103.1168,78.0362,70.6705,71.28,67.1398,60.098,66.9886,67.0725,72.4746,83.9411666666667,66.1726,68.8452333333333,72.9863333333333,39.6319259259259,45.6666666666667,137
"95",7,29,"2","39","2","5",NA,"7/13/2022","7/18/2022","08/08/2022",6,3,75,3.34,2.24,7.07,4.61,7.9,7.41,1,3.25,2.03,7.14,4.15,8.13,8.02,0,3.31,2.19,7.16,4.14,7.48,7.85,0,31,2.37,1.84,7.39,3.73,7.38,7.32,0,2.48,1.96,7.14,3.69,7.28,7.86,1,2.35,1.97,7.82,3.71,7.49,7.69,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",7.4816,6.5975,7.2489,4.3608,4.8608,4.6295,NA,NA,NA,7.10933333333333,4.61703333333333,NA,5.86318333333333,32.5927,29.631,29.6424,27.5647,26.3466,29.0122,NA,NA,NA,30.6220333333333,27.6411666666667,NA,29.1316,58.539,65.2026,58.718,54.0216,57.2208,57.5981,NA,NA,NA,60.8198666666667,56.2801666666667,NA,58.5500166666667,31.1816,53,106
"96",7,33,"2","12","2","2",NA,"7/13/2022","7/27/2022","08/08/2022",20,10,53,2.82,1.93,6.73,3.28,7.39,7.2,0,2.91,1.84,6.84,3.16,7.58,7.69,1,3.16,1.88,6.81,3.58,8.23,7.12,0,40,3.77,2.28,7.59,4,9.8,9.52,0,3.87,2.21,7.81,4.03,9.68,9.31,1,3.41,2.12,8.36,4.08,9.58,9.14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",5.4426,5.3544,5.9408,8.5956,8.5527,7.2292,NA,NA,NA,5.57926666666667,8.12583333333333,NA,6.85255,22.0744,21.6144,24.3798,30.36,31.4743,34.1088,NA,NA,NA,22.6895333333333,31.9810333333333,NA,27.3352833333333,53.208,58.2902,58.5976,93.296,90.1208,87.5612,NA,NA,NA,56.6986,90.326,NA,73.5123,35.9000444444444,46.5,93
"97",7,34,"2","57","4","5",NA,"7/08/2022","7/20/2022","08/02/2022",21,6,10,3.63,2.3,8.84,4.24,9.85,9.51,0,3.84,2.16,8.47,4.01,9.58,9.74,2,3.69,2.14,8.36,4.17,9.95,9.43,3,3,3.59,2.51,8.22,4.12,9.67,9.46,0,3.47,2.25,8.27,3.96,10.05,9.75,2,3.39,2.24,8.26,4.17,9.62,9.31,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.28,NA,NA,NA,"1",8.349,8.2944,7.8966,9.0109,7.8075,7.5936,NA,NA,NA,8.18,8.13733333333333,NA,8.15866666666667,37.4816,33.9647,34.8612,33.8664,32.7492,34.4442,NA,NA,NA,35.4358333333333,33.6866,NA,34.5612166666667,93.6735,93.3092,93.8285,91.4782,97.9875,89.5622,NA,NA,NA,93.6037333333333,93.0093,NA,93.3065166666667,45.3421333333333,6.5,13
"98",7,35,"2","62","3","5",NA,"7/04/2022","8/04/2022","08/02/2022",11,4,26,3.34,2.44,8.09,4.06,10.29,10.04,1,3.25,2.17,8.11,4.03,10.15,9.68,0,3.65,2.51,8.19,4.11,9.88,9.62,0,47,3.65,2.19,7.56,4.23,10.58,10.1,0,3.82,2.13,7.41,4.06,10.2,9.87,2,3.67,2.16,7.84,4.03,9.69,9.83,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",8.1496,7.0525,9.1615,7.9935,8.1366,7.9272,NA,NA,NA,8.1212,8.0191,NA,8.07015,32.8454,32.6833,33.6609,31.9788,30.0846,31.5952,NA,NA,NA,33.0632,31.2195333333333,NA,32.1413666666667,103.3116,98.252,95.0456,106.858,100.674,95.2527,NA,NA,NA,98.8697333333333,100.928233333333,NA,99.8989833333333,46.7035,36.5,73
