"","Row","Column","Block","Population","Family","Replicate","Comment","Date_oldest_inflor_flower","Date_youngest_inflor_flower","Date_first_follicle_2in","Pods","Peduncles","Flower_count_I1","Hood_L.I1F1","Hood_W.I1F1","Corolla_L.I1F1","Corolla_W.I1F1","Flower_L.I1F1","Flower_W.I1F1","Poll_rem.I1F1","Hood_L.I1F2","Hood_W.I1F2","Corolla_L.I1F2","Corolla_W.I1F2","Flower_L.I1F2","Flower_W.I1F2","Poll_rem.I1F2","Hood_L.I1F3","Hood_W.I1F3","Corolla_L.I1F3","Corolla_W.I1F3","Flower_L.I1F3","Flower_W.I1F3","Poll_rem.I1F3","Flower_count_I2","Hood_L.I2F1","Hood_W.I2F1","Corolla_L.I2F1","Corolla_W.I2F1","Flower_L.I2F1","Flower_W.I2F1","Poll_rem.I2F1","Hood_L.I2F2","Hood_W.I2F2","Corolla_L.I2F2","Corolla_W.I2F2","Flower_L.I2F2","Flower_W.I2F2","Poll_rem.I2F2","Hood_L.I2F3","Hood_W.I2F3","Corolla_L.I2F3","Corolla_W.I2F3","Flower_L.I2F3","Flower_W.I2F3","Poll_rem.I2F3","Flower_count_I3","Hood_L.I3F1","Hood_W.I3F1","Corolla_L.I3F1","Corolla_W.I3F1","Flower_L.I3F1","Flower_W.I3F1","Poll_rem.I3F1","Hood_L.I3F2","Hood_W.I3F2","Corolla_L.I3F2","Corolla_W.I3F2","Flower_L.I3F2","Flower_W.I3F2","Poll_rem.I3F2","Hood_L.I3F3","Hood_W.I3F3","Corolla_L.I3F3","Corolla_W.I3F3","Flower_L.I3F3","Flower_W.I3F3","Poll_rem.I3F3","Flowered2022","Hood.I1F1","Hood.I1F2","Hood.I1F3","Hood.I2F1","Hood.I2F2","Hood.I2F3","Hood.I3F1","Hood.I3F2","Hood.I3F3","Hood.I1","Hood.I2","Hood.I3","Hood_mean","Corolla.I1F1","Corolla.I1F2","Corolla.I1F3","Corolla.I2F1","Corolla.I2F2","Corolla.I2F3","Corolla.I3F1","Corolla.I3F2","Corolla.I3F3","Corolla.I1","Corolla.I2","Corolla.I3","Corolla_mean","Flower.I1F1","Flower.I1F2","Flower.I1F3","Flower.I2F1","Flower.I2F2","Flower.I2F3","Flower.I3F1","Flower.I3F2","Flower.I3F3","Flower.I1","Flower.I2","Flower.I3","Flower_mean","Overall_mean","mean_flower_count","total_flower_count"
"153",15,41,"4","40","3","3",NA,"7/01/2022","7/11/2022","7/25/2022",20,7,58,2.72,2.06,6.22,3.81,8.11,7.8,0,2.58,2.14,6.35,3.15,8.47,8.36,2,2.84,2.13,6.52,3.67,8.25,8.01,0,53,3.09,2.38,6.7,3.69,8.12,8.11,3,3.15,2.19,6.84,3.58,8.54,8.11,0,3.26,2.18,6.85,3.66,8.95,8.47,0,20,2.78,2.24,5.87,3.33,7.18,7.31,0,2.88,2.14,5.79,3.14,7.69,7.54,2,2.98,2.31,6.14,3.15,7.14,7.62,0,"1",5.6032,5.5212,6.0492,7.3542,6.8985,7.1068,6.2272,6.1632,6.8838,5.72453333333333,7.11983333333333,6.42473333333333,6.42303333333333,23.6982,20.0025,23.9284,24.723,24.4872,25.071,19.5471,18.1806,19.341,22.5430333333333,24.7604,19.0229,22.1087777777778,63.258,70.8092,66.0825,65.8532,69.2594,75.8065,52.4858,57.9826,54.4068,66.7165666666667,70.3063666666667,54.9584,63.9937777777778,30.841862962963,43.6666666666667,131
"154",15,43,"4","20","5","2",NA,"7/15/2022","7/22/2022",NA,0,3,8,3.22,2.19,6.87,3.32,8.27,7.15,1,3.24,2.11,6.98,3.28,8.66,8.23,2,3.24,2.16,7.06,3.16,8.34,8.71,0,39,2.52,1.94,7.54,3.82,7.13,6.94,0,3.11,2.13,7.41,3.68,7.48,7.26,1,2.69,1.86,7.69,3.48,7.49,7.13,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",7.0518,6.8364,6.9984,4.8888,6.6243,5.0034,NA,NA,NA,6.9622,5.5055,NA,6.23385,22.8084,22.8944,22.3096,28.8028,27.2688,26.7612,NA,NA,NA,22.6708,27.6109333333333,NA,25.1408666666667,59.1305,71.2718,72.6414,49.4822,54.3048,53.4037,NA,NA,NA,67.6812333333333,52.3969,NA,60.0390666666667,30.4712611111111,23.5,47
"155",16,4,"3","77","2","1",NA,"7/13/2022","7/18/2022","08/08/2022",5,5,16,3.8,2.28,7.74,4.32,9.45,9.92,0,3.89,2.17,7.59,4.11,9.86,9.87,1,3.64,2.13,7.8,4.06,9.66,9.85,0,24,3.25,2.07,6.98,4.37,9.28,9.27,2,3.42,2.09,6.29,4.25,9.48,9.06,0,3.24,2.07,6.66,4.15,9.62,9.46,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",8.664,8.4413,7.7532,6.7275,7.1478,6.7068,NA,NA,NA,8.28616666666667,6.8607,NA,7.57343333333333,33.4368,31.1949,31.668,30.5026,26.7325,27.639,NA,NA,NA,32.0999,28.2913666666667,NA,30.1956333333333,93.744,97.3182,95.151,86.0256,85.8888,91.0052,NA,NA,NA,95.4044,87.6398666666667,NA,91.5221333333333,43.0970666666667,20,40
"156",16,6,"3","21","3","2",NA,"6/27/2022","7/22/2022","7/25/2022",28,17,47,3.08,2.46,8.2,4.15,7.68,7.61,1,4.12,2.03,7.56,3.98,8.25,8.18,0,4.17,2.36,7.14,3.35,7.87,8.03,0,36,3.06,1.82,7.87,3.57,7.51,7.97,0,3.28,1.83,8.14,4.01,10.26,10.02,1,3.35,2.04,7.58,4.03,9.68,9.41,0,37,3.36,2.05,7.94,4.12,7.04,7.33,0,3.95,2.31,8.12,3.65,7.69,7.85,1,4.15,2.05,7.84,3.87,8.29,8.13,1,"1",7.5768,8.3636,9.8412,5.5692,6.0024,6.834,6.888,9.1245,8.5075,8.59386666666667,6.1352,8.17333333333333,7.63413333333333,34.03,30.0888,23.919,28.0959,32.6414,30.5474,32.7128,29.638,30.3408,29.3459333333333,30.4282333333333,30.8972,30.2237888888889,58.4448,67.485,63.1961,59.8547,102.8052,91.0888,51.6032,60.3665,67.3977,63.0419666666667,84.5829,59.7891333333333,69.138,35.6653074074074,40,120
"157",16,7,"3","31","1","2",NA,"7/18/2022","7/22/2022","8/12/2022",4,6,2,3.63,2.48,7.16,4.09,9.66,9.25,4,3.51,2.37,7.08,3.94,9.87,9.68,2,NA,NA,NA,NA,NA,NA,NA,3,3.75,2.42,6.6,4.55,8.43,8.2,1,3.89,2.56,6.48,4.19,8.77,8.63,0,3.94,2.68,7.03,4.16,8.59,8.34,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",9.0024,8.3187,NA,9.075,9.9584,10.5592,NA,NA,NA,8.66055,9.8642,NA,9.262375,29.2844,27.8952,NA,30.03,27.1512,29.2448,NA,NA,NA,28.5898,28.8086666666667,NA,28.6992333333333,89.355,95.5416,NA,69.126,75.6851,71.6406,NA,NA,NA,92.4483,72.1505666666667,NA,82.2994333333333,40.0870138888889,6.66666666666667,20
"158",16,9,"3","21","4","2",NA,"7/01/2022","7/18/2022","08/02/2022",7,13,27,2.53,2.32,7.08,4.01,7.63,7.54,1,3.02,2.14,7.47,3.14,7.69,7.54,0,3.65,2.37,7.55,3.51,7.71,8.06,0,34,4.13,2.26,8.12,3.87,7.84,7.91,0,3.92,1.97,8.13,3.96,9.63,9.84,1,3.39,2.16,5.84,3.61,7.96,7.84,0,40,3.63,2.31,7.52,3.97,8.64,8.32,1,3.51,2.16,7.81,3.53,8.13,8.36,0,4.06,2.11,7.86,3.46,8.94,9.37,1,"1",5.8696,6.4628,8.6505,9.3338,7.7224,7.3224,8.3853,7.5816,8.5666,6.9943,8.1262,8.17783333333333,7.76611111111111,28.3908,23.4558,26.5005,31.4244,32.1948,21.0824,29.8544,27.5693,27.1956,26.1157,28.2338666666667,28.2064333333333,27.5186666666667,57.5302,57.9826,62.1426,62.0144,94.7592,62.4064,71.8848,67.9668,83.7678,59.2184666666667,73.06,74.5398,68.9394222222222,34.7414,33.6666666666667,101
"159",17,7,"3","3","4","5",NA,"7/18/2022","7/25/2022",NA,0,6,59,3.28,2.27,6.93,3.89,8.05,8.36,2,3.22,2.16,7.01,3.69,8.69,8.41,0,3.36,2.07,7.12,3.54,8.95,8.77,0,41,2.44,1.91,6.7,4.31,6.79,6.6,1,2.51,1.84,6.94,4.37,7.03,6.84,0,2.39,1.9,6.84,3.58,6.58,6.34,0,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",7.4456,6.9552,6.9552,4.6604,4.6184,4.541,NA,NA,NA,7.11866666666667,4.6066,NA,5.86263333333333,26.9577,25.8669,25.2048,28.877,30.3278,24.4872,NA,NA,NA,26.0098,27.8973333333333,NA,26.9535666666667,67.298,73.0829,78.4915,44.814,48.0852,41.7172,NA,NA,NA,72.9574666666667,44.8721333333333,NA,58.9148,30.577,39,117
"160",17,11,"3","69","2","3",NA,"7/08/2022","7/18/2022",NA,0,4,9,2.51,1.82,6.59,4.31,7.72,7.31,4,2.66,1.92,6.28,4.03,7.89,7.63,0,2.94,1.99,6.38,3.67,8.01,7.94,2,33,2.01,1.91,5.83,3.72,7.27,7.03,2,2.18,1.9,5.97,3.16,7.59,7.43,0,2.13,2.84,5.63,3.85,7.49,7.88,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",4.5682,5.1072,5.8506,3.8391,4.142,6.0492,NA,NA,NA,5.17533333333333,4.67676666666667,NA,4.92605,28.4029,25.3084,23.4146,21.6876,18.8652,21.6755,NA,NA,NA,25.7086333333333,20.7427666666667,NA,23.2257,56.4332,60.2007,63.5994,51.1081,56.3937,59.0212,NA,NA,NA,60.0777666666667,55.5076666666667,NA,57.7927166666667,28.6481555555556,16,48
"161",17,13,"3","11","2","1",NA,"7/06/2022","7/25/2022","7/27/2022",4,13,9,2.68,1.49,6.81,3.68,8.22,7.85,3,2.98,1.67,6.79,3.55,8.26,8.16,0,3.08,1.84,6.94,3.62,8.12,8.06,1,19,3.23,1.78,8.28,3.63,8.26,8.27,3,3.11,1.76,8.5,3.74,8.96,8.37,0,3.52,1.9,8.14,3.44,8.59,8.22,1,13,2.93,1.92,6.75,4.02,7.35,7.46,1,3.05,1.88,6.58,3.69,7.88,7.41,2,3.16,2.07,6.35,3.22,7.63,7.71,0,"1",3.9932,4.9766,5.6672,5.7494,5.4736,6.688,5.6256,5.734,6.5412,4.879,5.97033333333333,5.96693333333333,5.60542222222222,25.0608,24.1045,25.1228,30.0564,31.79,28.0016,27.135,24.2802,20.447,24.7627,29.9493333333333,23.9540666666667,26.2220333333333,64.527,67.4016,65.4472,68.3102,74.9952,70.6098,54.831,58.3908,58.8273,65.7919333333333,71.3050666666667,57.3497,64.8155666666667,32.2143407407407,13.6666666666667,41
"162",17,17,"3","12","2","5","only 1 inflor left and only 2 flowers left","7/13/2022","7/13/2022",NA,0,1,6,3.14,2.34,7.51,4.68,8.15,7.93,0,3.61,2.52,7.69,4.52,8.66,8.59,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",7.3476,9.0972,NA,NA,NA,NA,NA,NA,NA,8.2224,NA,NA,8.2224,35.1468,34.7588,NA,NA,NA,NA,NA,NA,NA,34.9528,NA,NA,34.9528,64.6295,74.3894,NA,NA,NA,NA,NA,NA,NA,69.50945,NA,NA,69.50945,37.56155,6,6
"163",18,4,"3","64","5","4",NA,"6/29/2022","7/20/2022","7/25/2022",21,11,33,3.86,2.52,7.98,4.03,8.35,9.09,0,3.76,2.05,7.69,3.72,8.98,8.14,0,3.05,1.98,7.64,4.05,9.68,9.78,1,47,3.35,2.32,6.67,4.34,9.54,9.26,1,3.36,1.87,7.45,3.25,8.47,8.05,1,3.57,1.85,7.94,3.96,8.51,8.16,1,32,3.59,2.37,5.77,3.63,9.2,9.43,0,3.35,2.16,8.26,4.39,9.04,8.95,1,3.75,2.04,8.15,3.54,10.15,9.78,0,"1",9.7272,7.708,6.039,7.772,6.2832,6.6045,8.5083,7.236,7.65,7.82473333333333,6.88656666666667,7.7981,7.50313333333333,32.1594,28.6068,30.942,28.9478,24.2125,31.4424,20.9451,36.2614,28.851,30.5694,28.2009,28.6858333333333,29.1520444444444,75.9015,73.0972,94.6704,88.3404,68.1835,69.4416,86.756,80.908,99.267,81.2230333333333,75.3218333333333,88.977,81.8406222222222,39.4986,37.3333333333333,112
"164",18,11,"3","18","3","2","only 1 inflor","7/06/2022","7/08/2022",NA,0,1,1,2.82,1.99,7.54,4.49,8.96,8.62,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",5.6118,NA,NA,NA,NA,NA,NA,NA,NA,5.6118,NA,NA,5.6118,33.8546,NA,NA,NA,NA,NA,NA,NA,NA,33.8546,NA,NA,33.8546,77.2352,NA,NA,NA,NA,NA,NA,NA,NA,77.2352,NA,NA,77.2352,38.9005333333333,1,1
"165",18,17,"3","11","1","5",NA,"7/04/2022","7/08/2022",NA,0,4,17,3.05,2.22,6.55,3.84,8.15,8.78,4,3.11,2.08,6.61,4.02,8.73,8.7,2,3.28,2.05,6.38,4.01,8.68,8.47,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",6.771,6.4688,6.724,NA,NA,NA,NA,NA,NA,6.6546,NA,NA,6.6546,25.152,26.5722,25.5838,NA,NA,NA,NA,NA,NA,25.7693333333333,NA,NA,25.7693333333333,71.557,75.951,73.5196,NA,NA,NA,NA,NA,NA,73.6758666666667,NA,NA,73.6758666666667,35.3666,17,17
"166",18,20,"3","15","1","1",NA,"7/04/2022","7/08/2022",NA,0,6,13,4.19,2.38,7.22,3.91,10.3,10.12,1,3.85,2.42,8.2,4.26,9.26,8.94,3,4.16,2.63,7.36,3.86,10.13,10.06,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",9.9722,9.317,10.9408,NA,NA,NA,NA,NA,NA,10.0766666666667,NA,NA,10.0766666666667,28.2302,34.932,28.4096,NA,NA,NA,NA,NA,NA,30.5239333333333,NA,NA,30.5239333333333,104.236,82.7844,101.9078,NA,NA,NA,NA,NA,NA,96.3094,NA,NA,96.3094,45.6366666666667,13,13
"167",18,25,"3","39","1","3","only 2 inflor ","7/08/2022","7/08/2022",NA,0,2,12,3.74,1.92,8.12,4.01,9.45,9.15,0,3.68,1.85,7.94,3.68,9.44,9.36,1,3.72,1.96,8.07,3.88,8.98,9.13,0,11,3.09,2.07,7.27,4.04,8.42,8.67,0,3.11,2.01,7.52,3.84,8.51,8.74,1,3.26,2.06,7.62,3.45,8.61,8.34,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",7.1808,6.808,7.2912,6.3963,6.2511,6.7156,NA,NA,NA,7.09333333333333,6.45433333333333,NA,6.77383333333333,32.5612,29.2192,31.3116,29.3708,28.8768,26.289,NA,NA,NA,31.0306666666667,28.1788666666667,NA,29.6047666666667,86.4675,88.3584,81.9874,73.0014,74.3774,71.8074,NA,NA,NA,85.6044333333333,73.0620666666667,NA,79.33325,38.5706166666667,11.5,23
"168",19,2,"3","31","3","1",NA,"7/20/2022","7/27/2022","8/15/2022",3,6,9,2.66,2.13,7.96,4.04,6.42,5.97,1,2.84,2.11,8.04,4,6.58,6.35,0,2.95,2.06,7.48,3.84,6.98,7.05,2,32,2.98,2.11,7.75,4.35,7.2,7.14,0,3.05,2.16,7.63,4.16,7.32,7.24,2,3.17,2.18,7.45,4.08,7.86,7.49,0,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",5.6658,5.9924,6.077,6.2878,6.588,6.9106,NA,NA,NA,5.91173333333333,6.59546666666667,NA,6.2536,32.1584,32.16,28.7232,33.7125,31.7408,30.396,NA,NA,NA,31.0138666666667,31.9497666666667,NA,31.4818166666667,38.3274,41.783,49.209,51.408,52.9968,58.8714,NA,NA,NA,43.1064666666667,54.4254,NA,48.7659333333333,28.8337833333333,26.3333333333333,79
"169",19,23,"3","6","1","4",NA,"7/06/2022","7/11/2022",NA,0,5,1,3.31,1.92,8.7,4.15,7.93,7.67,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,3.18,1.59,5.98,3.89,7.79,7.38,3,3.26,1.68,6.23,3.74,7.69,7.58,0,3.54,1.84,6.58,3.55,7.84,7.9,2,31,3.42,1.89,7.33,4.28,6.92,7.17,0,3.38,1.94,7.28,4.1,7.58,7.14,0,3.66,2.05,7.16,3.58,7.69,7.54,0,"1",6.3552,NA,NA,5.0562,5.4768,6.5136,6.4638,6.5572,7.503,6.3552,5.6822,6.84133333333333,6.29291111111111,36.105,NA,NA,23.2622,23.3002,23.359,31.3724,29.848,25.6328,36.105,23.3071333333333,28.9510666666667,29.4544,60.8231,NA,NA,57.4902,58.2902,61.936,49.6164,54.1212,57.9826,60.8231,59.2388,53.9067333333333,57.9895444444444,31.2456185185185,14.6666666666667,44
"170",19,32,"4","62","5","3","only 2 inflor, second one too eaten ","7/15/2022","7/18/2022","08/08/2022",7,2,43,3.16,2.22,8.54,4.46,8.86,8.58,2,3.27,2.18,9.19,3.71,8.41,8.22,5,3.15,2.14,8.75,4.19,8.74,8.63,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",7.0152,7.1286,6.741,NA,NA,NA,NA,NA,NA,6.9616,NA,NA,6.9616,38.0884,34.0949,36.6625,NA,NA,NA,NA,NA,NA,36.2819333333333,NA,NA,36.2819333333333,76.0188,69.1302,75.4262,NA,NA,NA,NA,NA,NA,73.5250666666667,NA,NA,73.5250666666667,38.9228666666667,23.5,47
"171",19,37,"4","27","5","1","2nd inflor only 1 flower left","7/06/2022","7/18/2022","08/04/2022",4,6,18,3.48,1.82,7.68,4.23,8.59,8.58,4,3.62,1.94,7.48,3.96,8.88,8.31,1,3.54,1.8,7.84,4.19,8.77,8.9,0,6,4.38,2.47,7.76,4.78,10.15,9.83,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,3.57,2.06,8.05,4.5,9.8,9.82,3,3.68,2.14,8.39,3.87,9.68,9.47,1,3.51,2.14,7.92,4.13,8.99,9.61,0,"1",6.3336,7.0228,6.372,10.8186,NA,NA,7.3542,7.8752,7.5114,6.57613333333333,10.8186,7.58026666666667,8.325,32.4864,29.6208,32.8496,37.0928,NA,NA,36.225,32.4693,32.7096,31.6522666666667,37.0928,33.8013,34.1821222222222,73.7022,73.7928,78.053,99.7745,NA,NA,96.236,91.6696,86.3939,75.1826666666667,99.7745,91.4331666666667,88.7967777777778,43.7679666666667,21.3333333333333,64
"172",19,39,"4","21","2","4",NA,"7/18/2022","7/22/2022","08/08/2022",8,12,9,2.66,2.13,7.96,4.04,6.42,5.97,1,2.74,2.03,8.11,4.01,6.55,6.51,0,2.84,2.08,7.58,3.68,6.58,6.35,1,52,3.88,2.21,7.83,4.12,8.64,8.37,1,3.76,2.16,7.63,3.85,8.69,8.32,0,3.67,2.15,7.51,3.84,8.97,8.77,1,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",5.6658,5.5622,5.9072,8.5748,8.1216,7.8905,NA,NA,NA,5.71173333333333,8.19563333333333,NA,6.95368333333333,32.1584,32.5211,27.8944,32.2596,29.3755,28.8384,NA,NA,NA,30.8579666666667,30.1578333333333,NA,30.5079,38.3274,42.6405,41.783,72.3168,72.3008,78.6669,NA,NA,NA,40.9169666666667,74.4281666666667,NA,57.6725666666667,31.7113833333333,31.3333333333333,94
"173",20,12,"3","67","5","2","only 2 inflor","7/15/2022","7/18/2022","8/10/2022",1,2,6,2.97,1.92,7.44,3.91,7.3,7.18,2,3.02,1.84,7.52,3.76,7.51,7.84,1,3.11,1.83,7.63,3.56,7.68,7.55,0,28,2.77,2,7.67,3.64,7.95,7.63,0,2.84,2.08,7.48,3.12,8.15,8.09,1,2.96,2.11,7.69,3.07,8.06,7.95,0,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",5.7024,5.5568,5.6913,5.54,5.9072,6.2456,NA,NA,NA,5.65016666666667,5.8976,NA,5.77388333333333,29.0904,28.2752,27.1628,27.9188,23.3376,23.6083,NA,NA,NA,28.1761333333333,24.9549,NA,26.5655166666667,52.414,58.8784,57.984,60.6585,65.9335,64.077,NA,NA,NA,56.4254666666667,63.5563333333333,NA,59.9909,30.7767666666667,22,66
"174",20,15,"3","1","3","3","only 1 inflor ","7/22/2022","7/22/2022",NA,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
"175",20,25,"3","51","4","4",NA,"7/18/2022","7/25/2022","8/22/2022",2,6,16,3.82,1.87,7.98,4.09,10.23,9.94,1,3.58,1.99,7.58,3.68,10.05,9.94,2,3.94,1.77,8.16,4.01,9.68,9.47,0,8,3.66,2.19,8.53,4.31,10.05,10.03,0,3.74,2.35,8.69,4.12,9.94,9.68,1,3.64,2.51,8.59,4.13,9.84,9.8,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",7.1434,7.1242,6.9738,8.0154,8.789,9.1364,NA,NA,NA,7.08046666666667,8.64693333333333,NA,7.8637,32.6382,27.8944,32.7216,36.7643,35.8028,35.4767,NA,NA,NA,31.0847333333333,36.0146,NA,33.5496666666667,101.6862,99.897,91.6696,100.8015,96.2192,96.432,NA,NA,NA,97.7509333333333,97.8175666666667,NA,97.78425,46.3992055555556,11.6666666666667,35
"176",20,33,"4","36","1","3","1st inflor eaten ","7/11/2022","7/11/2022",NA,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3.15,2.02,6.96,3.68,7.24,7.1,1,3.25,1.88,6.3,4.16,7.55,7.41,1,3.66,2.18,7.05,3.84,7.99,7.83,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,6.363,6.11,7.9788,NA,NA,NA,NA,6.81726666666667,NA,6.81726666666667,NA,NA,NA,25.6128,26.208,27.072,NA,NA,NA,NA,26.2976,NA,26.2976,NA,NA,NA,51.404,55.9455,62.5617,NA,NA,NA,NA,56.6370666666667,NA,56.6370666666667,29.9173111111111,5.5,11
"177",20,46,"4","35","3","4",NA,"6/29/2022","7/08/2022",NA,0,5,47,3.32,2.11,7.87,4.38,8.91,9.66,1,3.12,2.06,8.17,4.38,7.95,7.64,0,3.56,2.23,8.5,4.01,8.37,8.14,1,72,2.96,1.86,6.69,4,7.99,7.92,2,2.23,1.87,6.83,3.76,8.01,7.75,2,2.84,1.77,6.84,3.87,8.06,7.88,0,67,3.59,2.17,7.51,3.13,9.57,9.49,2,3.66,2.3,7.44,3.09,9.88,9.25,0,3.68,2.37,7.48,3.06,9.38,9,NA,"1",7.0052,6.4272,7.9388,5.5056,4.1701,5.0268,7.7903,8.418,8.7216,7.12373333333333,4.90083333333333,8.30996666666667,6.77817777777778,34.4706,35.7846,34.085,26.76,25.6808,26.4708,23.5063,22.9896,22.8888,34.7800666666667,26.3038666666667,23.1282333333333,28.0707222222222,86.0706,60.738,68.1318,63.2808,62.0775,63.5128,90.8193,91.39,84.42,71.6468,62.9570333333333,88.8764333333333,74.4934222222222,36.4474407407407,62,186
"178",21,17,"3","42","2","3","only 1 inflor ","7/18/2022","7/18/2022",NA,0,1,10,3.05,2.03,7.97,4.43,9.11,8.91,2,2.96,1.94,7.68,4.17,9.36,9.17,0,3.14,2.05,7.84,3.88,9.36,9.15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",6.1915,5.7424,6.437,NA,NA,NA,NA,NA,NA,6.12363333333333,NA,NA,6.12363333333333,35.3071,32.0256,30.4192,NA,NA,NA,NA,NA,NA,32.5839666666667,NA,NA,32.5839666666667,81.1701,85.8312,85.644,NA,NA,NA,NA,NA,NA,84.2151,NA,NA,84.2151,40.9742333333333,10,10
"179",21,41,"4","12","3","3","only 2 inflor ","7/18/2022","7/20/2022  ","08/08/2022",3,2,18,3.72,2.07,7.67,3.48,7.53,7.24,2,3.65,2.01,7.85,3.24,8.01,7.66,0,3.69,2.14,7.84,3.23,7.33,7.19,0,15,3.24,2.02,7.49,3.74,7.5,7.48,1,3.61,2.05,7.85,3.55,7.28,7.68,0,3.24,2.11,7.33,3.16,7.84,7.62,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",7.7004,7.3365,7.8966,6.5448,7.4005,6.8364,NA,NA,NA,7.6445,6.92723333333333,NA,7.28586666666667,26.6916,25.434,25.3232,28.0126,27.8675,23.1628,NA,NA,NA,25.8162666666667,26.3476333333333,NA,26.08195,54.5172,61.3566,52.7027,56.1,55.9104,59.7408,NA,NA,NA,56.1921666666667,57.2504,NA,56.7212833333333,30.0297,16.5,33
